utterance_id,speaker_id,clean_path,distorted_path,severity,transcript,duration_sec
cv_0029,common_voice,data/common_voice/cv_0029.wav,data/distorted_cv/cv_0029_severe.wav,severe,เลขนี้คือ?,2.1299
cv_0030,common_voice,data/common_voice/cv_0030.wav,data/distorted_cv/cv_0030_severe.wav,severe,'ข้าขอให้การรับรองว่า อยู่กับข้าที่นี่ มั่นคงแน่นหนาพอ' เขากล่าว,6.8601
cv_0031,common_voice,data/common_voice/cv_0031.wav,data/distorted_cv/cv_0031_severe.wav,severe,ฟังเพลงเพราะไม่มีโฆษณาคั่น,4.8202
cv_0032,common_voice,data/common_voice/cv_0032.wav,data/distorted_cv/cv_0032_severe.wav,severe,มันโอเค ไม่มีการทำให้แตกหักกะร่องกะแร่ง,6.1215
cv_0033,common_voice,data/common_voice/cv_0033.wav,data/distorted_cv/cv_0033_severe.wav,severe,ฉันเถียงกับเธอไม่ได้ เธอก็รู้ดีอยู่แล้ว,6.5466
cv_0034,common_voice,data/common_voice/cv_0034.wav,data/distorted_cv/cv_0034_severe.wav,severe,คนขับรถบรรทุกมักจะหยุดพักระหว่างทางที่ร้านตามจุดพักรถ,6.8049
cv_0035,common_voice,data/common_voice/cv_0035.wav,data/distorted_cv/cv_0035_severe.wav,severe,นี่คือเหมืองร้าง,3.3735
cv_0036,common_voice,data/common_voice/cv_0036.wav,data/distorted_cv/cv_0036_severe.wav,severe,ไม่มีทาง ฉันหวังว่าอย่างนั้นนะ ลูกพี่ลูกน้องริชาร์ด,6.0839
cv_0037,common_voice,data/common_voice/cv_0037.wav,data/distorted_cv/cv_0037_severe.wav,severe,การเชื่อมต่ออินเทอร์เน็ตของเขาช้าเกินไป,5.5364
cv_0038,common_voice,data/common_voice/cv_0038.wav,data/distorted_cv/cv_0038_severe.wav,severe,ใช้อนาคอนดาสำหรับโครงการนี้กันเถอะ,3.8662
cv_0039,common_voice,data/common_voice/cv_0039.wav,data/distorted_cv/cv_0039_severe.wav,severe,ตัวอย่างที่ดีของไดโนเสาร์คือพเตเรอแดกติล,5.9017
cv_0040,common_voice,data/common_voice/cv_0040.wav,data/distorted_cv/cv_0040_severe.wav,severe,ฉันรอคุณมาตอบอยู่นะ,3.6223
cv_0041,common_voice,data/common_voice/cv_0041.wav,data/distorted_cv/cv_0041_severe.wav,severe,ฉันจองวันหยุดเรียบร้อยแล้ว,2.9194
cv_0042,common_voice,data/common_voice/cv_0042.wav,data/distorted_cv/cv_0042_severe.wav,severe,เมื่อไหร่รถไฟฟ้าความเร็วสูงจะเสร็จสักที,3.9982
cv_0043,common_voice,data/common_voice/cv_0043.wav,data/distorted_cv/cv_0043_severe.wav,severe,มันเป็นความคิดที่น่าจะเป็นไปได้และน่าจะเข้าท่าด้วย,4.9351
cv_0044,common_voice,data/common_voice/cv_0044.wav,data/distorted_cv/cv_0044_severe.wav,severe,มันจะช่วยให้อะไรดีขึ้น,2.4354
cv_0045,common_voice,data/common_voice/cv_0045.wav,data/distorted_cv/cv_0045_severe.wav,severe,เราต้องรวบรวมรายชื่อหุ้นส่วนทั้งหมดของโครงการนี้,4.2599
cv_0046,common_voice,data/common_voice/cv_0046.wav,data/distorted_cv/cv_0046_severe.wav,severe,ช่างไฟรู้วิธีเชื่อม,4.8542
cv_0047,common_voice,data/common_voice/cv_0047.wav,data/distorted_cv/cv_0047_severe.wav,severe,นี่เพื่อนของคุณหรอ ?,2.3952
cv_0048,common_voice,data/common_voice/cv_0048.wav,data/distorted_cv/cv_0048_severe.wav,severe,คุณกำลังจะพูดว่าอะไร ?,2.7317
cv_0049,common_voice,data/common_voice/cv_0049.wav,data/distorted_cv/cv_0049_severe.wav,severe,ความคิดเห็นถูกแบ่งแยกไปตามความสำคัญของการไขว้กับการกลายพันธุ์,5.1167
cv_0050,common_voice,data/common_voice/cv_0050.wav,data/distorted_cv/cv_0050_severe.wav,severe,คุณไม่ชอบแจ๊คเก็ตตัวนี้หรอ,3.2789
cv_0051,common_voice,data/common_voice/cv_0051.wav,data/distorted_cv/cv_0051_severe.wav,severe,ฉันว่าฉันจะสั่งขนมปังไส้หมูฉีก,4.5518
cv_0052,common_voice,data/common_voice/cv_0052.wav,data/distorted_cv/cv_0052_severe.wav,severe,ฉันพยายามจำโน๊ตให้ได้มากที่สุดก่อนจะสอบ,3.6931
cv_0053,common_voice,data/common_voice/cv_0053.wav,data/distorted_cv/cv_0053_severe.wav,severe,วงเล็บปีกกาพิมพ์ยาก,2.9831
cv_0054,common_voice,data/common_voice/cv_0054.wav,data/distorted_cv/cv_0054_severe.wav,severe,ไฟแรง !,3.6714
cv_0055,common_voice,data/common_voice/cv_0055.wav,data/distorted_cv/cv_0055_severe.wav,severe,มันมีรูอยู่ที่พรม,5.3271
cv_0056,common_voice,data/common_voice/cv_0056.wav,data/distorted_cv/cv_0056_severe.wav,severe,คุณช่วยบอกรายละเอียดของเขาให้ฉันฟังหน่อยได้ไหม ?,7.86
cv_0057,common_voice,data/common_voice/cv_0057.wav,data/distorted_cv/cv_0057_severe.wav,severe,มันคือหนทางเดียว,4.8472
cv_0058,common_voice,data/common_voice/cv_0058.wav,data/distorted_cv/cv_0058_severe.wav,severe,นายหญิงออกไปข้างนอกใช่ไหม,6.1191
cv_0059,common_voice,data/common_voice/cv_0059.wav,data/distorted_cv/cv_0059_severe.wav,severe,เขาทำมันเพื่ออะไร ?,6.2437
cv_0060,common_voice,data/common_voice/cv_0060.wav,data/distorted_cv/cv_0060_severe.wav,severe,การเดินทางไกลกลับบ้านใช้เวลาหนึ่งปี,4.6756
cv_0061,common_voice,data/common_voice/cv_0061.wav,data/distorted_cv/cv_0061_severe.wav,severe,พวกเขายืนกำลังฟังในความมืด,4.9508
cv_0062,common_voice,data/common_voice/cv_0062.wav,data/distorted_cv/cv_0062_severe.wav,severe,เทคโนโลยีชีวภาพ หรือ ไอโอเทค เป็นตัวเลือกที่นิยมสำหรับปริญญาตรี,6.9796
cv_0063,common_voice,data/common_voice/cv_0063.wav,data/distorted_cv/cv_0063_severe.wav,severe,กลีบดอกร่วงโรยตามลม,3.5722
cv_0064,common_voice,data/common_voice/cv_0064.wav,data/distorted_cv/cv_0064_severe.wav,severe,ขอพระเจ้าอวยพรท่านสุขภาพดีเพียงใด !,4.8312
cv_0065,common_voice,data/common_voice/cv_0065.wav,data/distorted_cv/cv_0065_severe.wav,severe,อลิซรู้สึกงุนงงทั้งหมด,3.6993
cv_0066,common_voice,data/common_voice/cv_0066.wav,data/distorted_cv/cv_0066_severe.wav,severe,เธอพักฟื้นตัวเองด้วยความพยายาม,5.1126
cv_0067,common_voice,data/common_voice/cv_0067.wav,data/distorted_cv/cv_0067_severe.wav,severe,ยามค่ำคืนนั้นสงบและเต็มไปด้วยหิมะ,5.5704
cv_0068,common_voice,data/common_voice/cv_0068.wav,data/distorted_cv/cv_0068_severe.wav,severe,บาคาร์ดี้ ไรย์ วอดก้า - คุณต้องการอะไร ถามบาร์เทนเดอร์,8.2345
cv_0069,common_voice,data/common_voice/cv_0069.wav,data/distorted_cv/cv_0069_severe.wav,severe,กลุ่มกบฏเปลี่ยนโฉมรถรถคู่ใจของเขาด้วยเครื่องยนต์ไฮดรอลิค,8.1741
cv_0070,common_voice,data/common_voice/cv_0070.wav,data/distorted_cv/cv_0070_severe.wav,severe,ไทเกอร์ วูดส์ คือนักกอล์ฟที่มีชื่อเสียง,5.6089
cv_0071,common_voice,data/common_voice/cv_0071.wav,data/distorted_cv/cv_0071_severe.wav,severe,แมป,2.1833
cv_0072,common_voice,data/common_voice/cv_0072.wav,data/distorted_cv/cv_0072_severe.wav,severe,วันนี้ก็เป็นวันที่ดีอีกวัน,4.2585
cv_0073,common_voice,data/common_voice/cv_0073.wav,data/distorted_cv/cv_0073_severe.wav,severe,คิดว่าพวกเขาคงชักสีหน้าใส่ฉัน,5.3936
cv_0074,common_voice,data/common_voice/cv_0074.wav,data/distorted_cv/cv_0074_severe.wav,severe,ชื่อที่ให้ในสเปนและโปรตุเกส,4.9176
cv_0075,common_voice,data/common_voice/cv_0075.wav,data/distorted_cv/cv_0075_severe.wav,severe,ฟิลิปยืนละล้าละลัง หูเงี่ยฟังเสียง,6.28
cv_0076,common_voice,data/common_voice/cv_0076.wav,data/distorted_cv/cv_0076_severe.wav,severe,ได้โปรดเอาซุปมาให้หน่อย,3.4178
cv_0077,common_voice,data/common_voice/cv_0077.wav,data/distorted_cv/cv_0077_severe.wav,severe,เมื่อไวน์หมดสติอยู่,4.0301
cv_0078,common_voice,data/common_voice/cv_0078.wav,data/distorted_cv/cv_0078_severe.wav,severe,มันเกิดอะไรขึ้นในร้านทำผมกันแน่ ?,3.815
cv_0079,common_voice,data/common_voice/cv_0079.wav,data/distorted_cv/cv_0079_severe.wav,severe,ข้อสอบข้อนี้ยากจริง ๆ,3.7321
cv_0080,common_voice,data/common_voice/cv_0080.wav,data/distorted_cv/cv_0080_severe.wav,severe,กีฬากระโดดร่ม เป็นสิ่งที่ค่อนข้างอันตราย,5.9328
cv_0081,common_voice,data/common_voice/cv_0081.wav,data/distorted_cv/cv_0081_severe.wav,severe,ซาลกำลังทำให้คนอื่น ๆ โกรธ,3.8637
cv_0082,common_voice,data/common_voice/cv_0082.wav,data/distorted_cv/cv_0082_severe.wav,severe,ฉันเห็นเบ็นในเมืองรถ มินิคูเปอร์ของเขา,4.7446
cv_0083,common_voice,data/common_voice/cv_0083.wav,data/distorted_cv/cv_0083_severe.wav,severe,ซึ่งศาลจะอ่านคำพิพากษาดารณี,4.3536
cv_0084,common_voice,data/common_voice/cv_0084.wav,data/distorted_cv/cv_0084_severe.wav,severe,พิธีกรรมสาธารณะและสิ่งมันระลึกถึง,5.398
cv_0085,common_voice,data/common_voice/cv_0085.wav,data/distorted_cv/cv_0085_severe.wav,severe,ฉันคิดอยู่ว่าจะซื้อหมวกนั่น แต่ดันไปเห็นว่ามันราคาแปดสิบดอลลาร์,7.0438
cv_0086,common_voice,data/common_voice/cv_0086.wav,data/distorted_cv/cv_0086_severe.wav,severe,โอไบรอันส่งเสียงกรีดร้องที่ดำดิ่งอย่างรวดเร็วพร้อมกับเสียงสะอื้น,6.5693
cv_0087,common_voice,data/common_voice/cv_0087.wav,data/distorted_cv/cv_0087_severe.wav,severe,มาสิ มาทดลองชิ้นส่วนแรกกัน ม็อคเทอร์เทิลกล่างแก่กริฟฟอน,7.9428
cv_0088,common_voice,data/common_voice/cv_0088.wav,data/distorted_cv/cv_0088_severe.wav,severe,ฉันคิดว่าฉันอาจจะหยุด,3.8299
cv_0089,common_voice,data/common_voice/cv_0089.wav,data/distorted_cv/cv_0089_severe.wav,severe,ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท,6.2031
cv_0090,common_voice,data/common_voice/cv_0090.wav,data/distorted_cv/cv_0090_severe.wav,severe,หัวใจผมคำนับผู้หญิงคนนี้ไปแล้ว,4.3673
cv_0091,common_voice,data/common_voice/cv_0091.wav,data/distorted_cv/cv_0091_severe.wav,severe,แปดร้อยยี่สิบสี่ถัง,3.2001
cv_0092,common_voice,data/common_voice/cv_0092.wav,data/distorted_cv/cv_0092_severe.wav,severe,เราจะเอามันมาเป็นมื้อเที่ยงวันนี้,4.0269
cv_0093,common_voice,data/common_voice/cv_0093.wav,data/distorted_cv/cv_0093_severe.wav,severe,ที่จะเป็นอิสระที่ค่าใช้จ่ายของผู้อื่น,5.4082
cv_0094,common_voice,data/common_voice/cv_0094.wav,data/distorted_cv/cv_0094_severe.wav,severe,อย่าเอ่ยถึงมัน ชายชรา ฉันตอบอย่างสุภาพ,7.355
cv_0095,common_voice,data/common_voice/cv_0095.wav,data/distorted_cv/cv_0095_severe.wav,severe,ไส้กรอกพวกนี้อร่อยมาก ๆ,3.7525
cv_0096,common_voice,data/common_voice/cv_0096.wav,data/distorted_cv/cv_0096_severe.wav,severe,สำหรับฉันมันธรรมดามาก,3.5996
cv_0097,common_voice,data/common_voice/cv_0097.wav,data/distorted_cv/cv_0097_severe.wav,severe,เพลงนั้น ในขณะที่ทางเทคนิคแล้วเป็นเพลงวอลทซ์ ก็ฟังแล้วเหมือนคนเมาเล่นทูบาที่เข้าไปเล่นในส่วนเครื่องเคาะจังหวะของวงออร์เคสตร้า,7.8243
cv_0098,common_voice,data/common_voice/cv_0098.wav,data/distorted_cv/cv_0098_severe.wav,severe,พลอยปลอมส่องประกายมากแต่มีราคาน้อย,4.7236
cv_0099,common_voice,data/common_voice/cv_0099.wav,data/distorted_cv/cv_0099_severe.wav,severe,การเดินทางไปมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต ด้วยรถโดยสารประจำทาง,8.2534
cv_0100,common_voice,data/common_voice/cv_0100.wav,data/distorted_cv/cv_0100_severe.wav,severe,ฉันทำให้ตัวเองรู้สึกดีเหมือนเดิมและเดินกลับบ้านต่อ,4.7289
cv_0101,common_voice,data/common_voice/cv_0101.wav,data/distorted_cv/cv_0101_severe.wav,severe,คนเราต้องสู้ชีวิต,3.4087
cv_0102,common_voice,data/common_voice/cv_0102.wav,data/distorted_cv/cv_0102_severe.wav,severe,แฮรรี่หวังว่าเขาจะพบกับความสำเร็จจากโปรเจคที่เขากำลังทำอยู่,6.6943
cv_0103,common_voice,data/common_voice/cv_0103.wav,data/distorted_cv/cv_0103_severe.wav,severe,ฉันก็รักคุณเหมือนกัน,3.5374
cv_0104,common_voice,data/common_voice/cv_0104.wav,data/distorted_cv/cv_0104_severe.wav,severe,คำสารภาพของเธอเกี่ยวกับมันยืนยันเรื่องราวทั้งหมด,4.9241
cv_0105,common_voice,data/common_voice/cv_0105.wav,data/distorted_cv/cv_0105_severe.wav,severe,บ่ายหนึ่ง,2.7308
cv_0106,common_voice,data/common_voice/cv_0106.wav,data/distorted_cv/cv_0106_severe.wav,severe,แผนที่ถนนแบบเปิดช่วยให้พนักงานช่วยเหลือด้านมนุษยธรรมเข้าถึงสถานที่ที่ยากที่สุดในการเข้าถึง,7.7404
cv_0107,common_voice,data/common_voice/cv_0107.wav,data/distorted_cv/cv_0107_severe.wav,severe,ไรอันคงไม่เคยตรวจสุจภาพจิต,3.0778
cv_0108,common_voice,data/common_voice/cv_0108.wav,data/distorted_cv/cv_0108_severe.wav,severe,ฉันข้ามถนนพร้อมกับผิวปากอย่างสนุกสานและล้อเลียนท่าทางโยกเยกของคนส่งนม,6.7597
cv_0109,common_voice,data/common_voice/cv_0109.wav,data/distorted_cv/cv_0109_severe.wav,severe,ความรู้สึกน่าชื่นชม,2.9312
cv_0110,common_voice,data/common_voice/cv_0110.wav,data/distorted_cv/cv_0110_severe.wav,severe,ระบบเรียนรู้ผ่านเครื่องจักรช่วยกระตุ้นให้คนพัฒนาตนเองมากขึ้น,5.7722
cv_0111,common_voice,data/common_voice/cv_0111.wav,data/distorted_cv/cv_0111_severe.wav,severe,ในห้องของมาร์ธไม่มีแสงสว่างเลย,3.0304
cv_0112,common_voice,data/common_voice/cv_0112.wav,data/distorted_cv/cv_0112_severe.wav,severe,จริยธรรมจะต้องถูกสร้างให้กับปัญญาประดิษฐ์ตั้งแต่แรก,5.4597
cv_0113,common_voice,data/common_voice/cv_0113.wav,data/distorted_cv/cv_0113_severe.wav,severe,วนิดาก้าวเข้ามาเป็นนักศึกษามหาวิทยาลัยธรรมศาสตร์ในยุคประชาธิปไตยเบ่งบาน หลังเหตุการณ์ สิบสี่ ตุลา และเข้าร่วมกิจกรรม นักศึกษาฝ่ายก้าวหน้าอย่างแข็งขัน,10.2554
cv_0114,common_voice,data/common_voice/cv_0114.wav,data/distorted_cv/cv_0114_severe.wav,severe,คุณวูดคอร์ต คุณกำลังจะไปลอนดอนหรือ ?,3.7532
cv_0115,common_voice,data/common_voice/cv_0115.wav,data/distorted_cv/cv_0115_severe.wav,severe,สนามหญ้าถูกโรยหน้าด้วยดอกเดซี่,4.494
cv_0116,common_voice,data/common_voice/cv_0116.wav,data/distorted_cv/cv_0116_severe.wav,severe,แจ็คทุกคนมีจิลของเขา,2.785
cv_0117,common_voice,data/common_voice/cv_0117.wav,data/distorted_cv/cv_0117_severe.wav,severe,ฉันระงับความไม่พอใจของฉันไว้,2.8206
cv_0118,common_voice,data/common_voice/cv_0118.wav,data/distorted_cv/cv_0118_severe.wav,severe,การจำนองของเรามีการค้างชำระ,2.8718
cv_0119,common_voice,data/common_voice/cv_0119.wav,data/distorted_cv/cv_0119_severe.wav,severe,ไฟลวกหมาจิ้งจอก,3.0393
cv_0120,common_voice,data/common_voice/cv_0120.wav,data/distorted_cv/cv_0120_severe.wav,severe,มีอาอายุครบเจ็ดขวบวันนี้,3.4934
cv_0121,common_voice,data/common_voice/cv_0121.wav,data/distorted_cv/cv_0121_severe.wav,severe,บ่ายโมง,2.5293
cv_0122,common_voice,data/common_voice/cv_0122.wav,data/distorted_cv/cv_0122_severe.wav,severe,วันทำงาน,2.7292
cv_0123,common_voice,data/common_voice/cv_0123.wav,data/distorted_cv/cv_0123_severe.wav,severe,ฉันไปว่ายน้ำเล่นกับโลมามาเมื่อวาน,4.5633
cv_0124,common_voice,data/common_voice/cv_0124.wav,data/distorted_cv/cv_0124_severe.wav,severe,สิ่งเล็ก ๆ เป็นจุดเริ่มต้นของความยิ่งใหญ่,4.2037
cv_0125,common_voice,data/common_voice/cv_0125.wav,data/distorted_cv/cv_0125_severe.wav,severe,ไม่ เธอต้องฟังเขา,3.2569
cv_0126,common_voice,data/common_voice/cv_0126.wav,data/distorted_cv/cv_0126_severe.wav,severe,ความร่ำรวยคือล่อของผู้มั่งคั่ง,4.9134
cv_0127,common_voice,data/common_voice/cv_0127.wav,data/distorted_cv/cv_0127_severe.wav,severe,เธอเดินออกจากห้องพิจารณาคดี,4.7633
cv_0128,common_voice,data/common_voice/cv_0128.wav,data/distorted_cv/cv_0128_severe.wav,severe,เมษายน,2.2022
cv_0129,common_voice,data/common_voice/cv_0129.wav,data/distorted_cv/cv_0129_severe.wav,severe,จัดตั้งจังหวัดกาฬสินธุ์ โดยแยกจากจังหวัดมหาสารคาม,5.2066
cv_0130,common_voice,data/common_voice/cv_0130.wav,data/distorted_cv/cv_0130_severe.wav,severe,อย่ากังวลเลย พวกนั้นเป็นคนดี,3.5096
cv_0131,common_voice,data/common_voice/cv_0131.wav,data/distorted_cv/cv_0131_severe.wav,severe,อย่าทำให้มิสแคลร์ตื่น,3.7901
cv_0132,common_voice,data/common_voice/cv_0132.wav,data/distorted_cv/cv_0132_severe.wav,severe,มองซิเออร์ คุณอยากรู้ความจริงใช่ไหม ฉันเกลียดเธอ,5.6892
cv_0133,common_voice,data/common_voice/cv_0133.wav,data/distorted_cv/cv_0133_severe.wav,severe,และฉันก็ระเบิดหัวเราะออกมา เป็นการขำเยาะเย้ยที่น่าเอ็นดู,5.3051
cv_0134,common_voice,data/common_voice/cv_0134.wav,data/distorted_cv/cv_0134_severe.wav,severe,ฉันถือมันไว้ในอุ้งมือของฉัน,3.3338
cv_0135,common_voice,data/common_voice/cv_0135.wav,data/distorted_cv/cv_0135_severe.wav,severe,ที่นั่นฉันทานอาหารเช้าเป็นวิสกี้ผสมโซดาและขนมปังกรอบนิดหน่อยจากในตู้,9.577
cv_0136,common_voice,data/common_voice/cv_0136.wav,data/distorted_cv/cv_0136_severe.wav,severe,ให้เราดูโรงจอดรถ,3.9515
cv_0137,common_voice,data/common_voice/cv_0137.wav,data/distorted_cv/cv_0137_severe.wav,severe,แต่แผนที่นี้สร้างมาเพื่อเธอ ใช่มั้ย,6.2941
cv_0138,common_voice,data/common_voice/cv_0138.wav,data/distorted_cv/cv_0138_severe.wav,severe,เขาเป็นคนสูงศักดิ์,2.4647
cv_0139,common_voice,data/common_voice/cv_0139.wav,data/distorted_cv/cv_0139_severe.wav,severe,เรียล,2.2306
cv_0140,common_voice,data/common_voice/cv_0140.wav,data/distorted_cv/cv_0140_severe.wav,severe,กรุณาเงียบ,2.6756
cv_0141,common_voice,data/common_voice/cv_0141.wav,data/distorted_cv/cv_0141_severe.wav,severe,ตรงนี้ฉันเห็นและรู้อยู่แล้วหละ,3.796
cv_0142,common_voice,data/common_voice/cv_0142.wav,data/distorted_cv/cv_0142_severe.wav,severe,มันเป็นวัฒนธรรมที่ต้องกินสายไหมริมทะเล,4.3629
